('</s>', '<s>'): 3914
('was', 'wonderful'): 7
('staying', 'there'): 7
('restaurants', 'and'): 7
('free', 'breakfast'): 7
('need', 'of'): 7
('guest', '.'): 7
('not', 'only'): 7
('king', 'size'): 7
('size', 'bed'): 7
('were', 'so'): 7
('very', 'close'): 7
('been', 'to'): 7
('short', 'walk'): 7
('the', '5th'): 7
('out', 'on'): 7
('most', 'of'): 7
('and', 'some'): 7
('last', 'year'): 7
('large', 'bathroom'): 7
(')', 'but'): 7
('this', 'one'): 7
('boutique', 'hotel'): 7
('hotel', 'i'): 7
('morning', '.'): 7
('the', 'noise'): 7
('which', 'we'): 7
('service', 'from'): 7
('checking', 'in'): 7
('small', '.'): 7
('looked', 'like'): 7
('the', 'entrance'): 7
('in', 'some'): 7
('best', 'part'): 7
('the', 'hallway'): 7
('<s>', 'having'): 7
('we', 'felt'): 7
('as', 'if'): 7
('at', 'one'): 7
('somewhere', 'else'): 7
('we', 'decided'): 7
('hotel', 'because'): 7
('we', 'enjoyed'): 7
(',', 'only'): 7
('me', 'in'): 7
('aware', 'of'): 7
('the', 'new'): 7
('the', 'air'): 7
('since', 'the'): 7
('and', 'just'): 7
('was', 'really'): 7
(')', 'was'): 7
('chicago', 'has'): 7
('mini', 'bar'): 7
('bar', '.'): 7
('but', 'this'): 7
('be', 'the'): 7
('charge', 'for'): 7
('<s>', 'stay'): 7
('to', 'tell'): 7
('a', 'regular'): 7
('money', '.'): 7
('``', ','): 7
('find', 'a'): 7
('to', 'look'): 7
('look', 'at'): 7
('of', 'their'): 7
('as', 'they'): 7
('the', 'gym'): 7
('chicago', 'hotel'): 7
(':', 'the'): 7
('the', 'check-in'): 7
('open', 'the'): 7
('the', 'complimentary'): 7
('anything', '.'): 7
('put', 'on'): 7
('<s>', 'since'): 7
('expectations', '.'): 7
('<s>', 'upon'): 7
('street', '.'): 7
('non-smoking', 'room'): 7
('asked', 'if'): 7
('to', 'come'): 7
('smoking', 'room'): 7
('it', 'really'): 7
('under', 'the'): 7
('for', 'dinner'): 7
('the', 'prices'): 7
('it', 'out'): 7
('of', 'these'): 7
('mile', 'and'): 7
('upgraded', 'to'): 7
('see', 'the'): 7
(',', 'she'): 7
('appeared', 'to'): 7
('decor', 'is'): 7
('these', 'things'): 7
('received', 'a'): 7
('the', 'quality'): 7
('to', 'let'): 7
('the', 'right'): 7
('i', 'should'): 7
('with', 'all'): 7
('<s>', 'other'): 7
('needed', 'to'): 7
('<s>', 'everything'): 7
('a', 'one'): 7
('years', '.'): 7
('i', 'just'): 7
('so', 'that'): 7
('attached', 'to'): 7
('to', 'everything'): 7
('everything', '.'): 7
('a', 'high'): 7
('it', '!'): 7
('looks', 'like'): 7
('they', 'made'): 7
('night', 'we'): 7
('checked', 'out'): 7
('here', ','): 7
('not', 'very'): 7
('with', 'great'): 7
('it', 'does'): 7
('did', 'have'): 7
('me', 'that'): 7
('a', 'problem'): 7
('returned', 'to'): 7
('the', 'one'): 7
('and', 'will'): 7
('that', 'night'): 7
('to', 'navy'): 7
('our', 'hotel'): 7
('said', 'that'): 7
('first', 'room'): 7
('5', 'star'): 7
('my', 'next'): 7
('only', 'complaint'): 7
('prior', 'to'): 7
('the', 'train'): 7
('for', 'some'): 7
('where', 'they'): 7
('deal', '.'): 7
('at', '$'): 7
('and', 'you'): 7
('quiet', '.'): 7
('away', '.'): 7
('...', 'the'): 7
('a', 'friend'): 7
('feel', 'like'): 7
('tiny', 'and'): 7
('in', 'advance'): 7
('for', 'you'): 7
('their', 'way'): 7
('views', 'of'): 7
('about', 'a'): 7
('night', 'and'): 7
('tv', ','): 6
('the', 'full'): 6
('comfortable', 'bed'): 6
('..', '</s>'): 6
('the', 'size'): 6
('size', 'of'): 6
('go', '.'): 6
('view', 'was'): 6
('had', 'booked'): 6
('shower', ','): 6
('fine', '.'): 6
('to', 'complain'): 6
('finally', ','): 6
('there', 'and'): 6
('as', 'nice'): 6
('phone', '.'): 6
("'s", 'the'): 6
('a', 'shower'): 6
('wo', "n't"): 6
('be', 'staying'): 6
('will', 'stay'): 6
('but', 'that'): 6
('you', 'need'): 6
('up', 'on'): 6
('any', 'other'): 6
('other', 'hotel'): 6
('us', 'for'): 6
('it', 'in'): 6
('business', 'center'): 6
('minutes', '.'): 6
('though', 'i'): 6
('three', 'nights'): 6
('nights', 'and'): 6
('very', 'impressed'): 6
('<s>', 'check-in'): 6
('it', 'made'): 6
('of', 'michigan'): 6
('recommend', 'the'): 6
('felt', 'like'): 6
(',', 'two'): 6
('pleased', 'with'): 6
('get', 'in'): 6
('hyatt', 'regency'): 6
('30', 'minutes'): 6
('line', 'to'): 6
('only', 'one'): 6
('on', 'duty'): 6
('elevators', ','): 6
('-', 'it'): 6
('weekend', 'getaway'): 6
('very', 'convenient'): 6
('sit', 'in'): 6
('enjoy', 'the'): 6
('was', 'large'): 6
('was', 'our'): 6
('an', 'upgrade'): 6
('were', 'the'): 6
('down', 'the'): 6
('extra', 'for'): 6
('home', '.'): 6
('river', ','): 6
('large', 'room'): 6
('beautiful', 'and'): 6
('tower', '.'): 6
('water', '.'): 6
('price', 'of'): 6
('to', 'other'): 6
('<s>', 'bathroom'): 6
('though', ','): 6
('people', 'in'): 6
('can', 'be'): 6
('the', 'corner'): 6
('were', 'great'): 6
('not', 'as'): 6
('bit', 'of'): 6
('our', 'floor'): 6
('<s>', 'parking'): 6
('several', 'times'): 6
('think', 'it'): 6
('best', '.'): 6
('left', 'a'): 6
(',', 'coffee'): 6
('coffee', ','): 6
('my', 'boyfriend'): 6
('side', 'of'): 6
('quite', 'a'): 6
('area', 'and'): 6
('a', 'corner'): 6
('on', 'top'): 6
('nice', 'hotel'): 6
('with', 'some'): 6
('us', 'that'): 6
('was', 'available'): 6
('make', 'up'): 6
('when', 'he'): 6
('a', 'bottle'): 6
('been', 'a'): 6
('lake', 'michigan'): 6
('pier', 'and'): 6
('<s>', 'food'): 6
('<s>', 'service'): 6
('for', 'shopping'): 6
('to', 'this'): 6
('was', 'tiny'): 6
('chicago', 'to'): 6
('people', 'that'): 6
('want', 'a'): 6
('<s>', '...'): 6
('not', 'in'): 6
('and', 'to'): 6
('phone', 'call'): 6
('like', 'we'): 6
('location', 'to'): 6
('art', 'institute'): 6
('excellent', 'and'): 6
('up', 'with'): 6
('which', 'they'): 6
('internet', 'access'): 6
('great', 'stay'): 6
('stay', 'and'): 6
('paid', '$'): 6
('on', 'priceline'): 6
('<s>', 'maybe'): 6
('problem', '.'): 6
('new', 'room'): 6
('room', 'did'): 6
('need', 'a'): 6
('a', 'major'): 6
('location', 'for'): 6
('extremely', 'small'): 6
('the', 'website'): 6
("'ve", 'had'): 6
('rock', 'hotel'): 6
('stayed', 'there'): 6
('well', 'appointed'): 6
('great', 'experience'): 6
('<s>', 'of'): 6
('...', 'but'): 6
('room', 'we'): 6
('of', 'room'): 6
('days', 'in'): 6
('old', 'hotel'): 6
('were', 'all'): 6
('we', 'just'): 6
('the', 'four'): 6
('four', 'seasons'): 6
('problem', 'with'): 6
('in', 'many'): 6
('try', 'the'): 6
('us', 'in'): 6
('phone', 'and'): 6
('was', 'done'): 6
("n't", 'stay'): 6
('rude', ','): 6
('a', 'really'): 6
('type', 'of'): 6
('room', 'itself'): 6
('itself', 'was'): 6
('for', '5'): 6
('nights', '.'): 6
('called', 'down'): 6
('another', 'room'): 6
('the', 'rate'): 6
('the', 'wine'): 6
('no', 'problems'): 6
('my', 'expectations'): 6
('this', 'would'): 6
('when', 'my'): 6
('went', 'out'): 6
('i', 'tried'): 6
('made', 'me'): 6
('like', 'i'): 6
('staying', 'in'): 6
('to', 'ask'): 6
('as', 'to'): 6
('nice', 'to'): 6
('ask', 'for'): 6
('visit', 'to'): 6
('is', 'on'): 6
('and', 'take'): 6
('i', 'stay'): 6
('above', 'and'): 6
('great', '!'): 6
('<s>', 'second'): 6
('have', 'an'): 6
('or', 'the'): 6
('the', 'problem'): 6
('and', 'stayed'): 6
('having', 'a'): 6
('the', 'week'): 6
('their', 'own'): 6
('a', 'non-smoking'): 6
('desk', 'to'): 6
('they', "'re"): 6
('on', 'their'): 6
('could', 'do'): 6
('no', 'problem'): 6
('other', 'guests'): 6
('after', 'we'): 6
('other', 'hotels'): 6
('the', 'historic'): 6
(':', 'i'): 6
('size', '.'): 6
('throughout', 'the'): 6
('the', 'reception'): 6
(')', 'i'): 6
('quality', 'of'): 6
('me', 'up'): 6
('the', 'spa'): 6
('that', 'a'): 6
('was', '$'): 6
('$', '100'): 6
('off', '.'): 6
('our', 'second'): 6
('hotel', 'restaurant'): 6
('make', 'a'): 6
('could', 'be'): 6
('not', 'sure'): 6
('from', 'our'): 6
('valet', 'parking'): 6
('our', 'first'): 6
(',', 'friendly'): 6
('and', 'for'): 6
('impressed', 'with'): 6
('let', 'me'): 6
('free', 'internet'): 6
('``', 'room'): 6
('pier', ','): 6
('walked', 'to'): 6
('had', 'an'): 6
('well', 'as'): 6
('i', 'wanted'): 6
('even', 'a'): 6
('perfect', '.'): 6
('our', 'suite'): 6
('to', 'turn'): 6
('the', 'guests'): 6
('try', 'to'): 6
('to', 'them'): 6
('despite', 'the'): 6
('dinner', 'and'): 6
('me', 'back'): 6
('i', 'expected'): 6
('came', 'in'): 6
('and', 'bathroom'): 6
('<s>', '3'): 6
('very', 'modern'): 6
('<s>', 'every'): 6
('either', '.'): 6
('though', '.'): 6
('booked', 'our'): 6
('good', 'and'): 6
('staff', 'very'): 6
('how', 'to'): 6
('a', '2'): 6
('``', 'and'): 6
('back', 'in'): 6
('would', 'highly'): 6
('price', ','): 6
(',', 'however'): 6
('where', 'you'): 6
('floor', 'to'): 6
('ridiculous', '.'): 6
('second', 'night'): 6
('the', 'situation'): 6
('a', 'much'): 6
('staff', 'are'): 6
(',', 'while'): 6
('public', 'transportation'): 6
('street', 'noise'): 6
("'s", 'not'): 6
('the', 'world'): 6
('found', 'a'): 6
('quiet', 'and'): 6
('is', 'located'): 6
('small', 'but'): 6
('in', 'it'): 6
('town', '.'): 6
('happy', 'hour'): 6
('dirty', 'and'): 6
('than', 'that'): 6
('no', 'complaints'): 6
(',', 'nothing'): 6
('very', 'disappointing'): 6
('they', 'should'): 6
('turn', 'down'): 6
('now', '.'): 6
('thing', 'that'): 6
('of', 'water'): 6
('-', 'no'): 6
('i', 'spent'): 6
('much', 'more'): 6
(',', 'where'): 6
('where', 'the'): 6
('cleaning', 'staff'): 6
('desk', 'was'): 6
('this', 'area'): 6
('of', 'hotels'): 6
('you', 'to'): 6
('me', 'for'): 6
('to', 'enjoy'): 6
('is', '$'): 6
('again', 'and'): 6
('no', 'free'): 6
('food', 'was'): 6
('our', 'car'): 6
('so', 'many'): 6
('to', 'sit'): 6
('sort', 'of'): 6
('then', 'we'): 6
('rude', 'and'): 6
('<s>', '$'): 6
('and', 'get'): 6
('i', 'guess'): 6
('my', 'son'): 6
("n't", 'think'): 6
(',', 'clean'): 6
('view', ','): 6
('called', 'for'): 6
('happened', '.'): 6
('a', 'second'): 6
('weekend', 'in'): 6
('it', 'and'): 6
('is', 'perfect'): 6
('choice', 'for'): 6
('<s>', 'me'): 6
('amazing', '.'): 6
('down', 'and'): 6
('and', 'is'): 6
('was', 'right'): 6
('was', 'amazing'): 6
('the', 'charges'): 6
('weekend', ','): 6
('and', 'asked'): 6
(',', '$'): 6
('few', 'blocks'): 6
('a', 'pleasant'): 5
(',', 'from'): 5
('know', 'that'): 5
('a', 'block'): 5
('avenue', '.'): 5
('restaurant', 'and'): 5
('too', 'bad'): 5
('i', 'were'): 5
('their', 'website'): 5
('website', ','): 5
('for', 'only'): 5
('work', ','): 5
('got', 'back'): 5
('came', 'to'): 5
('while', 'we'): 5
('beautiful', ','): 5
(',', 'rooms'): 5
('is', 'supposed'): 5
('*', 'the'): 5
('the', 'middle'): 5
('middle', 'of'): 5
('to', 'fix'): 5
('i', 'knew'): 5
('i', 'made'): 5
('many', 'times'): 5
('you', 'would'): 5
('think', 'that'): 5
('recommend', 'staying'): 5
(',', 'had'): 5
('that', 'would'): 5
('this', 'year'): 5
('in', 'their'): 5
('room', 'key'): 5
('of', 'them'): 5
('experience', ','): 5
('chicago', 'hilton'): 5
('given', 'a'): 5
('go', 'out'): 5
('the', 'shops'): 5
('for', 'breakfast'): 5
('hilton', 'chicago'): 5
('so', 'you'): 5
('which', 'you'): 5
('very', 'pleased'): 5
(',', 'close'): 5
('<s>', 'most'): 5
('<s>', 'another'): 5
('get', 'up'): 5
('and', 'down'): 5
('wait', 'in'): 5
('room', '-'): 5
('and', 'never'): 5
('nearby', '.'): 5
('room', 'has'): 5
('looked', 'at'): 5
('but', 'when'): 5
('to', 'keep'): 5
('had', 'two'): 5
('a', 'clean'): 5
('are', 'all'): 5
('great', 'place'): 5
('the', '3rd'): 5
('ave', '.'): 5
('our', 'anniversary'): 5
('other', 'rooms'): 5
('suite', 'with'): 5
('though', 'we'): 5
('came', 'and'): 5
('not', 'one'): 5
('went', 'down'): 5
('pay', 'extra'): 5
('see', 'if'): 5
(',', 'stay'): 5
('upgrade', 'to'): 5
('distance', '.'): 5
('i', 'love'): 5
('was', 'beautiful'): 5
('wonderful', '.'): 5
('<s>', 'some'): 5
('are', 'a'): 5
('good', 'deal'): 5
('and', 'nice'): 5
("n't", 'care'): 5
('an', 'older'): 5
('older', 'hotel'): 5
('upgrade', '.'): 5
('was', 'comfortable'): 5
(',', 'though'): 5
('the', 'guest'): 5
('concierge', 'was'): 5
('seem', 'to'): 5
('before', 'we'): 5
('concierge', ','): 5
('excellent', 'location'): 5
('just', 'off'): 5
('to', 'many'): 5
('be', 'able'): 5
('the', 'future'): 5
('future', '.'): 5
('5th', 'floor'): 5
('you', "'ll"): 5
('it', 'before'): 5
('of', '$'): 5
('nice', 'room'): 5
('it', 'could'): 5
('quiet', 'room'): 5
('the', 'king'): 5
('room', ')'): 5
('tub', 'and'): 5
('think', 'the'): 5
('closer', 'to'): 5
('our', 'next'): 5
('next', 'trip'): 5
('king', 'room'): 5
('only', '$'): 5
('them', 'to'): 5
('its', 'location'): 5
('told', 'us'): 5
('i', 'felt'): 5
('i', 'ordered'): 5
('the', 'navy'): 5
('class', '.'): 5
('also', 'very'): 5
('it', 'looked'): 5
('house', '.'): 5
('return', 'to'): 5
('priceline', 'for'): 5
('our', 'experience'): 5
('in', 'we'): 5
('at', '.'): 5
('tv', 'was'): 5
('internet', '.'): 5
("'re", 'in'): 5
('were', "n't"): 5
('a', 'smile'): 5
("n't", 'wait'): 5
('to', 'talk'): 5
('a', 'family'): 5
('came', 'up'): 5
('us', 'and'): 5
('the', 'family'): 5
('reviews', ','): 5
('any', 'of'): 5
('special', '.'): 5
('two', 'blocks'): 5
('fairmont', 'chicago'): 5
('many', 'of'): 5
('while', 'in'): 5
('were', 'excellent'): 5
('<s>', 'next'): 5
('all', 'my'): 5
('located', 'in'): 5
('building', '.'): 5
('air', 'conditioner'): 5
('a', 'manager'): 5
('bathroom', 'door'): 5
('<s>', 'thank'): 5
('is', 'free'): 5
('system', 'and'): 5
('is', 'nice'): 5
('food', 'is'): 5
('had', '.'): 5
('might', 'have'): 5
('and', 'on'): 5
('are', 'great'): 5
('sheets', 'and'): 5
('the', 'large'): 5
('a', 'cool'): 5
('doorman', ','): 5
(',', 'too'): 5
('course', ','): 5
('for', 'parking'): 5
('to', '$'): 5
('get', 'it'): 5
('next', 'visit'): 5
('room', 'upgrade'): 5
('travel', 'to'): 5
("'ll", 'be'): 5
('the', 'basic'): 5
('living', 'room'): 5
('was', 'one'): 5
('bathrooms', 'were'): 5
('and', 'well'): 5
('in', 'one'): 5
('so', 'they'): 5
('in', 'was'): 5
('were', '``'): 5
('hotel', 'at'): 5
('people', 'were'): 5
('coming', 'back'): 5
('<s>', 'definitely'): 5
('to', 'visit'): 5
('chicago', 'was'): 5
('we', "'ve"): 5
('including', 'the'): 5
('oh', ','): 5
('thought', 'it'): 5
('i', 'then'): 5
('a', 'bathroom'): 5
('was', 'completely'): 5
('like', 'this'): 5
('small', 'room'): 5
('restaurants', '.'): 5
('to', 'your'): 5
('and', 'location'): 5
('they', 'never'): 5
('the', 'hallways'): 5
('so', 'the'): 5
('hotel', '...'): 5
('top', 'notch'): 5
('and', 'one'): 5
('out', ','): 5
('to', 'open'): 5
('in', 'fact'): 5
('nothing', '.'): 5
('we', 'love'): 5
(',', 'who'): 5
('and', 'told'): 5
('behind', 'the'): 5
('me', 'feel'): 5
('next', 'morning'): 5
('on', 'in'): 5
('had', '2'): 5
('up', 'in'): 5
('been', 'nice'): 5
('back', 'and'): 5
('were', 'no'): 5
('at', 'check-in'): 5
('not', 'get'): 5
('give', 'us'): 5
('-', 'in'): 5
('have', 'not'): 5
('was', 'absolutely'): 5
('because', 'they'): 5
('and', 'beyond'): 5
('for', 'all'): 5
('staff', 'to'): 5
('in', 'town'): 5
('my', 'card'): 5
('to', 'charge'): 5
('had', 'requested'): 5
('him', 'to'): 5
('put', 'in'): 5
('a', 'smoking'): 5
('toilet', 'paper'): 5
('<s>', 'breakfast'): 5
('2', 'double'): 5
('was', 'nothing'): 5
('<s>', 'apparently'): 5
('that', 'had'): 5
('service', 'is'): 5
('but', 'there'): 5
('many', 'other'): 5
('was', 'ok'): 5
('ok', '.'): 5
('<s>', 'called'): 5
('the', 'peninsula'): 5
('spacious', ','): 5
('our', 'last'): 5
('per', 'day'): 5
('and', 'coffee'): 5
('difficult', 'to'): 5
('the', 'moment'): 5
('place', 'is'): 5
('access', 'to'): 5
('executive', 'lounge'): 5
('a', 'decent'): 5
('and', 'pillows'): 5
('i', 'gave'): 5
('she', 'had'): 5
('we', 'recently'): 5
('a', 'convention'): 5
('the', 'bedroom'): 5
('a', 'reservation'): 5
("'m", 'not'): 5
('of', 'rooms'): 5
('this', 'stay'): 5
('warm', ','): 5
('where', 'to'): 5
('out', 'and'): 5
('from', 'other'): 5
('$', '70'): 5
('a', 'fabulous'): 5
('full', 'price'): 5
('and', 'spacious'): 5
('pillows', 'were'): 5
('we', 'took'): 5
('looking', 'forward'): 5
('am', 'not'): 5
('for', '.'): 5
('food', '.'): 5
('<s>', 'nothing'): 5
('too', 'much'): 5
('a', 'bar'): 5
('bar', 'and'): 5
('was', 'even'): 5
('bed', 'is'): 5
('as', 'an'): 5
('evening', '.'): 5
('a', 'lovely'): 5
('chose', 'to'): 5
('since', 'we'): 5
('would', 'i'): 5
('guests', ','): 5
('hotel', 'bar'): 5
(',', 'despite'): 5
('and', 'could'): 5
('call', 'me'): 5
('would', 'call'): 5
('two', 'days'): 5
('right', 'next'): 5
('1', ')'): 5
('without', 'being'): 5
('2', ')'): 5
('not', 'available'): 5
('friendly', 'staff'): 5
('area', ','): 5
('to', 'an'): 5
('things', 'to'): 5
('to', 'it'): 5
('in', 'any'): 5
('feel', 'welcome'): 5
(':', 'very'): 5
('the', 'views'): 5
('views', 'are'): 5
('and', 'efficient'): 5
('efficient', '.'): 5
('find', 'the'): 5
('housekeeping', ','): 5
('the', 'feeling'): 5
('stay', 'again'): 5
('week', '.'): 5
('enough', '.'): 5
('hotel', 'itself'): 5
('a', 'frequent'): 5
('in', 'late'): 5
('entrance', ','): 5
('fantastic', '!'): 5
('with', 'one'): 5
('unless', 'you'): 5
('conference', '.'): 5
('of', 'which'): 5
('in', 'need'): 5
('the', 'high'): 5
(',', 'staff'): 5
(',', 'is'): 5
('as', 'is'): 5
('on', 'hold'): 5
('<s>', 'again'): 5
('they', 'charge'): 5
('had', 'was'): 5
('had', 'in'): 5
('were', 'also'): 5
('hotel', 'on'): 5
('find', 'that'): 5
('is', 'excellent'): 5
('<s>', 'luckily'): 5
('set', 'up'): 5
('deal', 'on'): 5
('rush', 'street'): 5
('close', 'by'): 5
('by', '.'): 5
('modern', 'and'): 5
('good', 'service'): 5
('here', 'in'): 5
('was', 'dirty'): 5
('cozy', 'and'): 5
(',', 'room'): 5
('our', 'guests'): 5
('have', 'no'): 5
('the', 'coffee'): 5
('coffee', 'and'): 5
('and', 'restaurant'): 5
('we', 'requested'): 5
('like', 'they'): 5
('although', 'i'): 5
('very', 'few'): 5
('are', 'so'): 5
('and', 'quiet'): 5
('price', 'was'): 5
('$', '40'): 5
('<s>', 'why'): 5
('to', 'offer'): 5
('the', 'cleaning'): 5
('never', 'heard'): 5
(',', 'its'): 5
('we', 'loved'): 5
('wonderful', ','): 5
('can', 'see'): 5
('are', 'looking'): 5
('great', 'views'): 5
('not', 'too'): 5
('lake', '.'): 5
('get', 'back'): 5
('in', 'washington'): 5
('you', 'were'): 5
('not', 'open'): 5
('hotel', '-'): 5
('<s>', 'chicago'): 5
('of', 'what'): 5
('must', 'have'): 5
('decor', 'and'): 5
('suite', 'was'): 5
('cost', '.'): 5
('service', 'at'): 5
('is', 'small'): 5
('<s>', 'loved'): 5
('the', 'bellman'): 5
('breakfast', ','): 5
('hotel', 'allegro'): 5
('the', 'parking'): 5
('to', 'book'): 5
('windows', '.'): 5
('is', 'it'): 5
('daughter', 'and'): 5
('what', 'you'): 5
('really', 'enjoyed'): 5
('was', 'spacious'): 5
('holiday', 'inn'): 5
('dirty', '.'): 5
('with', 'it'): 5
('<s>', 'otherwise'): 5
('a', 'tiny'): 5
('our', 'trip'): 5
('bathroom', ','): 5
('was', 'never'): 5
('room', '('): 5
('elevators', 'were'): 5
('was', 'about'): 5
('is', 'awesome'): 5
('time', 'in'): 5
('this', '.'): 5
('help', '.'): 5
('to', 'change'): 5
('an', 'ambassador'): 5
('here', 'on'): 5
('the', 'closet'): 5
('can', 'take'): 5
('duvet', 'cover'): 5
('recently', 'stayed'): 5
('was', 'still'): 5
('you', 'feel'): 5
('both', 'nights'): 5
('take', 'care'): 5
('...', '..'): 5
('was', 'rude'): 5
('-', 'and'): 5
('long', '.'): 5
('surprised', 'by'): 5
('me', 'i'): 5
('they', 'seemed'): 5
('but', 'in'): 5
('from', 'room'): 5
('the', 'deal'): 5
('now', ','): 5
('rate', ','): 5
('conference', ','): 5
('in', 'there'): 5
('my', 'account'): 5
('to', 'cancel'): 5
('the', 'bottom'): 5
('wait', 'for'): 5
('our', 'wedding'): 5
('had', 'already'): 5
('is', 'only'): 5
('night', 'to'): 5
('day', 'of'): 5
('priceline', ','): 5
('was', 'such'): 4
('not', 'hear'): 4
('tv', '.'): 4
('staff', 'here'): 4
('was', 'huge'): 4
('hotel', 'rooms'): 4
('much', 'as'): 4
('conference', 'and'): 4
('down', 'for'): 4
('and', 'every'): 4
('call', 'for'): 4
(',', 'on'): 4
('fix', 'it'): 4
('so', 'nice'): 4
('even', 'when'): 4
('were', 'nice'): 4
('just', 'as'): 4
('<s>', 'here'): 4
('into', 'a'): 4
('rock', 'star'): 4
('you', 'may'): 4
(')', 'for'): 4
('come', 'on'): 4
(':', '*'): 4
('building', ','): 4
('tv', "'s"): 4
('for', 'those'): 4
('check-in', 'and'): 4
('was', 'quick'): 4
('thought', 'the'): 4
('a', 'full'): 4
('tub', '.'): 4
('i', 'kept'): 4
('knew', 'this'): 4
('it', 'up'): 4
('hilton', '.'): 4
('and', 'amenities'): 4
('amenities', '.'): 4
('open', ','): 4
("n't", 'know'): 4
('time', 'and'): 4
('what', 'about'): 4
('floor', '('): 4
('such', 'an'): 4
('that', 'has'): 4
('the', 'check'): 4
('to', 'show'): 4
('not', 'bring'): 4
('key', '.'): 4
('people', 'at'): 4
('none', 'of'): 4
('the', 'key'): 4
('nice', 'enough'): 4
('help', 'me'): 4
('i', 'finally'): 4
('finally', 'got'): 4
('in', 'after'): 4
('lobby', 'for'): 4
('hear', 'people'): 4
('using', 'the'): 4
('impressed', '.'): 4
(',', 'easy'): 4
('a', 'must'): 4
('distance', 'of'): 4
('drinks', 'and'): 4
('music', '.'): 4
('most', 'comfortable'): 4
('made', 'for'): 4
('on', 'each'): 4
('key', 'to'): 4
('issue', '.'): 4
('too', ','): 4
('another', 'person'): 4
(',', 'perhaps'): 4
('perhaps', 'the'): 4
('room', 'but'): 4
('the', 'hotels'): 4
('seems', 'to'): 4
('assigned', 'to'): 4
('across', 'from'): 4
('them', ','): 4
('and', 'water'): 4
('morning', 'and'): 4
('walking', 'to'): 4
(',', 'shopping'): 4
('a', 'three'): 4
('happy', 'to'): 4
('you', 'a'): 4
('chairs', ','): 4
('the', 'mag'): 4
('again', 'in'): 4
('outside', 'the'): 4
('you', 'go'): 4
(',', 'because'): 4
('everything', ','): 4
('not', '.'): 4
('brick', 'wall'): 4
('and', 'called'): 4
('at', 'home'): 4
('found', 'it'): 4
('<s>', 'nice'): 4
('it', 'will'): 4
('which', 'also'): 4
('was', 'made'): 4
('<s>', 'was'): 4
("n't", 'say'): 4
('few', 'days'): 4
('and', 'room'): 4
('were', 'only'): 4
('the', 'above'): 4
('p.s', '.'): 4
('the', '$'): 4
('my', 'friend'): 4
('friend', 'and'): 4
(',', 'hotel'): 4
